Timestamp,Count
2025-04-04 15:39:11,1
2025-04-04 15:39:21,1
2025-04-04 15:39:31,0
2025-04-04 15:39:41,0
2025-04-04 15:39:51,1
2025-04-04 15:40:01,0
2025-04-04 15:40:11,2
2025-04-04 15:40:21,0
2025-04-04 15:40:31,1
2025-04-04 15:40:41,1
2025-04-04 15:40:51,0
2025-04-04 15:41:01,0
