Timestamp,Count
2025-04-04 15:49:37,0
2025-04-04 15:49:47,1
2025-04-04 15:49:57,1
2025-04-04 15:50:07,1
2025-04-04 15:50:17,1
2025-04-04 15:50:27,0
2025-04-04 15:50:37,2
2025-04-04 15:50:47,0
2025-04-04 15:50:57,0
2025-04-04 15:51:07,2
2025-04-04 15:51:17,1
2025-04-04 15:51:27,0
