Timestamp,Count
2025-04-04 15:35:24,21
2025-04-04 15:35:34,19
2025-04-04 15:35:44,16
2025-04-04 15:35:54,17
2025-04-04 15:36:04,11
2025-04-04 15:36:14,10
2025-04-04 15:36:24,18
2025-04-04 15:36:34,19
2025-04-04 15:36:44,15
2025-04-04 15:36:54,17
2025-04-04 15:37:04,14
2025-04-04 15:37:14,12
