Both Sensors Readings
Current Time,Temperature (C),Gas (ohm),Humidity (%),Pressure (hPa),Altitude (m),PM1.0 (standard),PM2.5 (standard),PM10 (standard),PM1.0 (env),PM2.5 (env),PM10 (env),Particles >0.3um,Particles >0.5um,Particles >1.0um,Particles >2.5um,Particles >5.0um,Particles >10um
2025-02-28 16:09:26,24.7380078125,150804,42.242507556399154,1001.6567845003129,96.97165670724947,9,11,12,9,11,12,1653,449,68,3,2,0
2025-02-28 16:09:27,24.795234375,152439,42.27903394667679,1001.7415569089778,96.25928581095263,8,11,12,8,11,12,1617,436,68,3,2,0
2025-02-28 16:09:28,24.8501171875,152992,42.25507961647821,1001.8420090227203,95.41521629702758,8,11,12,8,11,12,1617,436,68,3,2,0
2025-02-28 16:09:29,24.8844921875,152992,42.156582339203275,1001.906015822918,94.87742175721297,8,11,12,8,11,12,1617,436,68,3,2,0
2025-02-28 16:09:30,24.9278515625,153270,41.94487761691701,1001.8094585562128,95.68872077090066,8,11,12,8,11,12,1623,433,63,2,2,0
2025-02-28 16:09:31,24.9606640625,153549,41.82233406945032,1001.6959579950043,96.64246266573709,8,11,12,8,11,12,1623,433,63,2,2,0
2025-02-28 16:09:32,24.974140625,153549,41.57770264083951,1001.6115221292287,97.35203153706459,8,11,12,8,11,12,1623,433,63,2,2,0
2025-02-28 16:09:32,25.0012890625,153689,41.69473552881579,1001.5861359938261,97.5653770257735,9,12,13,9,12,13,1728,461,71,5,2,0
2025-02-28 16:09:33,25.0442578125,154675,41.79560133351028,1001.6073363268538,97.3872087858491,9,12,13,9,12,13,1728,461,71,5,2,0
2025-02-28 16:09:34,25.0755078125,152715,41.69097998417832,1001.584982170462,97.57507387983397,9,12,13,9,12,13,1728,461,71,5,2,0
2025-02-28 16:09:35,25.119453125,152715,41.64183795454207,1001.5865206167005,97.5621446163056,9,12,13,9,12,13,1671,446,65,5,2,0
2025-02-28 16:09:36,25.1657421875,153829,41.62297367269287,1001.5688236705588,97.7108725790142,9,12,13,9,12,13,1671,446,65,5,2,0
2025-02-28 16:09:37,25.2001171875,152992,41.56078026312179,1001.5656044293012,97.73792782560487,9,12,13,9,12,13,1671,446,65,5,2,0
2025-02-28 16:09:38,25.2481640625,154392,41.79430240699266,1001.5648532495655,97.74424092361679,8,12,13,8,12,13,1605,428,65,5,1,0
2025-02-28 16:09:39,25.298359375,154110,41.81793466135852,1001.6117501845089,97.35011497667738,8,12,13,8,12,13,1605,428,65,5,1,0
2025-02-28 16:09:39,25.3317578125,153270,41.587411228909126,1001.6246324797,97.24185365603539,8,12,13,8,12,13,1605,428,65,5,1,0
2025-02-28 16:09:40,25.3758984375,154959,41.72443608810304,1001.6370497612293,97.13750132359878,8,12,13,8,12,13,1644,442,68,6,1,0
2025-02-28 16:09:41,25.4380078125,154959,41.53920855756412,1001.6393568611977,97.1181130356319,8,12,13,8,12,13,1644,442,68,6,1,0
2025-02-28 16:09:42,25.466328125,154110,41.35640758905552,1001.6546943102181,96.98922189018609,8,12,13,8,12,13,1644,442,68,6,1,0
2025-02-28 16:09:43,25.495625,155244,41.311698950969294,1001.6662881200178,96.89179218351782,8,13,14,8,13,14,1659,444,69,7,1,0
2025-02-28 16:09:44,25.5188671875,156685,41.23037971038791,1001.6858628636384,96.7272959966216,8,13,14,8,13,14,1659,444,69,7,1,0
2025-02-28 16:09:45,25.51828125,155244,41.13448865278526,1001.7061530656877,96.55679020830931,8,13,14,8,13,14,1659,444,69,7,1,0
2025-02-28 16:09:45,25.5231640625,157123,41.045240470105426,1001.7175204643329,96.46126713448359,8,13,14,8,13,14,1626,433,70,7,1,0
2025-02-28 16:09:46,25.533125,158154,40.95061738730961,1001.7264151822418,96.38652322304253,8,13,14,8,13,14,1626,433,70,7,1,0
2025-02-28 16:09:47,25.5282421875,157710,40.84246206078575,1001.7380469440685,96.28878025104946,8,13,14,8,13,14,1626,433,70,7,1,0
2025-02-28 16:09:48,25.528828125,158600,40.776794500472704,1001.74252479442,96.25115262778122,8,13,13,8,13,13,1566,421,69,9,0,0
2025-02-28 16:09:49,25.5284375,157416,40.69910267138132,1001.740129283298,96.2712822228121,8,13,13,8,13,13,1566,421,69,9,0,0
2025-02-28 16:09:50,25.51515625,157710,40.62003897550599,1001.7471398983712,96.21237179746738,8,13,13,8,13,13,1566,421,69,9,0,0
2025-02-28 16:09:51,25.5126171875,157563,40.577987076917815,1001.7519142285277,96.17225313773508,8,14,14,8,14,14,1644,453,74,9,0,0
2025-02-28 16:09:51,25.5065625,159953,40.5117029277021,1001.7581276576589,96.12004197218847,8,14,14,8,14,14,1644,453,74,9,0,0
2025-02-28 16:09:52,25.4813671875,157416,40.4910641426872,1001.7548769470726,96.14735751433652,8,14,14,8,14,14,1644,453,74,9,0,0
2025-02-28 16:09:53,25.4630078125,160409,40.45924966297866,1001.7572787538269,96.12717525744452,9,14,14,9,14,14,1695,461,76,9,0,0
2025-02-28 16:09:54,25.44640625,160867,40.433595676503,1001.755422015653,96.14277732804676,9,14,14,9,14,14,1695,461,76,9,0,0
2025-02-28 16:09:55,25.417890625,159499,40.39473218665958,1001.7468403105786,96.21488923655522,9,14,14,9,14,14,1695,461,76,9,0,0
2025-02-28 16:09:56,25.3989453125,160256,40.362879356695316,1001.7500660665987,96.18778320989908,8,13,14,8,13,14,1650,448,73,9,0,0
2025-02-28 16:09:57,25.3770703125,161483,40.348588018861875,1001.7468228134555,96.21503626507007,8,13,14,8,13,14,1650,448,73,9,0,0
2025-02-28 16:09:57,25.33625,161021,40.30246374324216,1001.7467978980121,96.21524562980787,8,13,14,8,13,14,1650,448,73,9,0,0
2025-02-28 16:09:58,25.301875,162104,40.286827075602254,1001.7464919192291,96.21781677317044,8,12,12,8,12,12,1560,426,65,6,0,0
2025-02-28 16:09:59,25.2649609375,163043,40.25305964667273,1001.7474135169358,96.21007257858581,8,12,12,8,12,12,1560,426,65,6,0,0
2025-02-28 16:10:00,25.214765625,161793,40.229770038291896,1001.7411718812577,96.26252121728272,8,12,12,8,12,12,1560,426,65,6,0,0
2025-02-28 16:10:01,25.17921875,162729,40.22592497625894,1001.74957711881,96.1918918334469,9,14,14,9,14,14,1806,506,73,6,0,0
2025-02-28 16:10:02,25.1376171875,163517,40.209525979446084,1001.755335185613,96.14350695675931,9,14,14,9,14,14,1806,506,73,6,0,0
2025-02-28 16:10:03,25.073359375,163835,40.19663413798496,1001.7565598024588,96.13321656418397,9,14,14,9,14,14,1806,506,73,6,0,0
2025-02-28 16:10:03,25.01984375,162416,40.208702535642125,1001.7467170332322,96.21592513745476,9,14,14,9,14,14,1767,498,72,6,1,0
2025-02-28 16:10:04,24.974921875,164314,40.221699684365305,1001.747116805979,96.21256584304203,9,14,14,9,14,14,1767,498,72,6,1,0
2025-02-28 16:10:05,24.916328125,164154,40.23917088420096,1001.7397093788985,96.27481070366422,9,14,14,9,14,14,1767,498,72,6,1,0
2025-02-28 16:10:06,24.8688671875,163359,40.27569468113603,1001.7342470334769,96.3207112159736,10,14,15,10,14,15,1776,508,69,9,2,1
2025-02-28 16:10:07,24.8247265625,165117,40.31853309691784,1001.7341039171652,96.32191383616907,10,14,15,10,14,15,1776,508,69,9,2,1
2025-02-28 16:10:08,24.76046875,165604,40.34729999022936,1001.7352405976494,96.31236220407934,10,14,15,10,14,15,1776,508,69,9,2,1
2025-02-28 16:10:09,24.7036328125,165279,40.34116061967701,1001.7341359799564,96.32164440942431,9,13,14,9,13,14,1668,478,63,8,2,1
2025-02-28 16:10:09,24.650703125,166256,40.38900944726345,1001.7286867331203,96.36743505934885,9,13,14,9,13,14,1614,466,67,8,2,1
2025-02-28 16:10:10,24.58078125,166093,40.39931304002142,1001.7330475998311,96.33079017708074,8,12,13,8,12,13,1614,461,63,5,2,1
2025-02-28 16:10:11,24.5122265625,166749,40.43952884257039,1001.7307487743602,96.35010746516151,8,12,13,8,12,13,1569,446,65,5,2,1
2025-02-28 16:10:12,24.44640625,164956,40.46218434381446,1001.7239886768148,96.40691353047218,9,12,14,9,12,14,1557,452,67,6,2,1
2025-02-28 16:10:13,24.3817578125,166420,40.50878437578605,1001.7261564162063,96.38869767290618,9,13,14,9,13,14,1626,466,73,6,2,1
2025-02-28 16:10:14,24.317109375,166093,40.54943640098867,1001.717710048843,96.45967401620645,9,14,16,9,14,16,1647,475,86,6,2,1
2025-02-28 16:10:15,24.2534375,165929,40.59615589494399,1001.7143463906758,96.48793957535953,8,14,16,8,14,16,1494,428,99,7,2,1
2025-02-28 16:10:16,24.18234375,167079,40.64208009335195,1001.7167005750532,96.46815683834377,8,14,16,8,14,16,1527,439,99,6,1,1
