Both Sensors Readings
Current Time,Temperature (C),Gas (ohm),Humidity (%),Pressure (hPa),Altitude (m),PM1.0 (standard),PM2.5 (standard),PM10 (standard),PM1.0 (env),PM2.5 (env),PM10 (env),Particles >0.3um,Particles >0.5um,Particles >1.0um,Particles >2.5um,Particles >5.0um,Particles >10um
2025-02-21 16:31:56,19.0032421875,209693,44.506711450483955,1008.857643684326,36.63371662523925,2,4,4,2,4,4,594,167,36,2,0,0
2025-02-21 16:31:57,19.0020703125,211308,44.49436402842572,1008.8625408542043,36.592800744568166,2,4,4,2,4,4,558,160,35,2,0,0
2025-02-21 16:31:58,19.0020703125,210767,44.518799368596596,1008.8608291499913,36.60710202419054,2,4,4,2,4,4,558,160,35,2,0,0
2025-02-21 16:31:59,18.9909375,210498,44.505344446689726,1008.8628475637772,36.590238189789446,2,4,4,2,4,4,558,160,35,2,0,0
2025-02-21 16:31:59,18.9899609375,211172,44.51134476422486,1008.866357844906,36.56090987824666,2,4,4,2,4,4,543,156,35,2,0,0
2025-02-21 16:32:00,18.9883984375,210632,44.535608540900945,1008.8688932612704,36.539726588961884,2,4,4,2,4,4,543,156,35,2,0,0
2025-02-21 16:32:01,18.974921875,209427,44.54022054187213,1008.8738578964077,36.4982474113164,2,4,4,2,4,4,543,156,35,2,0,0
2025-02-21 16:32:02,18.97375,210095,44.56453143742368,1008.871908157579,36.514537322490995,2,4,4,2,4,4,540,147,36,2,0,0
2025-02-21 16:32:03,18.973359375,211579,44.558377390448456,1008.8644117297916,36.5771696114238,2,4,4,2,4,4,540,147,36,2,0,0
2025-02-21 16:32:04,18.9622265625,209427,44.58769443410294,1008.8732749730549,36.50311768639868,2,4,4,2,4,4,540,147,36,2,0,0
2025-02-21 16:32:05,18.963203125,209161,44.60002649343345,1008.8697649718154,36.53244349666166,2,4,4,2,4,4,573,155,41,2,0,0
2025-02-21 16:32:06,18.96515625,210095,44.624693439054994,1008.8764377839973,36.47669269708757,2,4,4,2,4,4,573,155,41,2,0,0
2025-02-21 16:32:06,18.9540234375,209161,44.62956733107282,1008.881877149915,36.431247460968535,2,4,4,2,4,4,573,155,41,2,0,0
2025-02-21 16:32:07,18.9536328125,210229,44.660091400659965,1008.8829387941348,36.42237757666441,2,4,4,2,4,4,564,153,43,1,0,0
2025-02-21 16:32:08,18.9559765625,210363,44.66646659400105,1008.8834152345692,36.41839698802224,2,4,4,2,4,4,564,153,43,1,0,0
2025-02-21 16:32:09,18.94484375,209294,44.68968537257956,1008.8820077334174,36.430156454235394,2,4,4,2,4,4,564,153,43,1,0,0
2025-02-21 16:32:10,18.9438671875,209961,44.71403864598771,1008.8786713317207,36.45803165537606,2,5,5,2,5,5,564,153,45,2,0,0
2025-02-21 16:32:11,18.9454296875,211037,44.73256173572209,1008.8744248653887,36.49351043584446,2,5,5,2,5,5,564,153,45,2,0,0
2025-02-21 16:32:12,18.9348828125,210229,44.73750261859999,1008.8791265178355,36.454228630344076,2,5,5,2,5,5,564,153,45,2,0,0
2025-02-21 16:32:12,18.9356640625,209427,44.74982368129353,1008.8838494696068,36.41476902049253,2,5,5,2,5,5,552,150,48,3,0,0
2025-02-21 16:32:13,18.9378125,211172,44.76229816575126,1008.8788665064213,36.45640099415013,2,5,5,2,5,5,552,150,48,3,0,0
2025-02-21 16:32:14,18.927265625,209161,44.76723954655869,1008.8750101369592,36.48862054612345,2,5,5,2,5,5,552,150,48,3,0,0
2025-02-21 16:32:15,18.9282421875,210095,44.797940202864766,1008.874923498803,36.48934439973975,2,5,6,2,5,6,570,159,45,4,1,0
2025-02-21 16:32:16,18.92921875,210902,44.798049183418165,1008.8731253435716,36.50436782838563,2,5,6,2,5,6,570,159,45,4,1,0
2025-02-21 16:32:17,18.917890625,210767,44.79678508385313,1008.8713917798856,36.518851620876674,2,5,6,2,5,6,570,159,45,4,1,0
2025-02-21 16:32:18,18.9180859375,210902,44.80904489346398,1008.8717167565045,36.516136464455336,2,5,6,2,5,6,570,156,43,5,1,0
2025-02-21 16:32:18,18.9180859375,211172,44.82128380399136,1008.8665823078541,36.55903449870635,2,5,6,2,5,6,570,156,43,5,1,0
