Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745018292.73,0,0,39.6,2.0,3.0,3.0,19.9605078125,50.12054531150111,1003.4863046213908,81.60841710731195,841001.0
1745018297.73,0,0,39.6,2.0,3.0,3.0,19.6801171875,50.324472721690505,1003.4913808690999,81.5658213140564,846148.8
1745018302.75,0,0,39.6,2.0,3.0,3.0,19.3378515625,50.660157956882784,1003.4887905720223,81.58755685987873,848893.6
1745018307.73,0,0,39.6,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018312.73,0,0,36.0,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018317.73,0,0,33.8,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018322.73,0,0,39.2,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018327.7,0,0,39.2,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018332.7,0,0,39.2,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018337.7,0,0,39.2,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018342.7,0,0,39.2,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
1745018347.7,0,0,39.2,2.0,3.0,3.0,19.153984375000004,51.28693042620144,1003.4800916786098,81.66055271017127,855866.2
